description,price,image,market
Globos Perlados 12 Surtidos X 10 ,"$759,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00522200/00522242.jpg?3.0.165,Coto
Globos Perlados 12'' X 10 Amarillo,"$759,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00481600/00481694.jpg?3.0.165,Coto
Globos Perlados 12'' X 10 Unidades Rosa,"$759,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00481600/00481695.jpg?3.0.165,Coto
Protectores Diarios Antibacterial Kotex 20 Uni,"$1.521,99",https://static.cotodigital3.com.ar/sitios/fotos/medium/00546700/00546715.jpg?3.0.165,Coto
Bolsa De Residuo Mediana 50x70 Flowi 20u.,"$1.533,98",https://static.cotodigital3.com.ar/sitios/fotos/medium/00562200/00562288.jpg?3.0.165,Coto
Apósitos Adhesivos CURITAS Sensitive Para Todo Tipo De Piel X 20 Unidades,"$1.538,99",https://static.cotodigital3.com.ar/sitios/fotos/medium/00535400/00535431.jpg?3.0.165,Coto
Protectores Diarios Compact Carefree 20u,"$1.539,99",https://static.cotodigital3.com.ar/sitios/fotos/medium/00570300/00570315.jpg?3.0.165,Coto
Toallas Humedas Con Aroma Bebé Pampers Paq 96 Uni,"$7.400,38",https://static.cotodigital3.com.ar/sitios/fotos/medium/00526500/00526586.jpg?3.0.165,Coto
Lapices De Grafito FILGO Sigma 12 Unidades,"$929,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00295700/00295777.jpg?3.0.165,Coto
Bolsa Residuo 45x60 Cristal Del Lago X20 Uni,"$1.551,13",https://static.cotodigital3.com.ar/sitios/fotos/medium/00550400/00550492.jpg?3.0.165,Coto
Protectores Diarios Sin Perfume Carefree 20u.,"$1.554,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00570200/00570202.jpg?3.0.165,Coto
Chips X 8 Uni,"$624,99",https://static.cotodigital3.com.ar/sitios/fotos/medium/00014100/00014165.jpg?3.0.165,Coto
Sorbetes De Polipapel X 24 Unidades Sirenita ,"$1.879,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00513000/00513017.jpg?3.0.165,Coto
Sorbetes Polipapel X 24 Flowers ,"$1.879,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00513000/00513033.jpg?3.0.165,Coto
Sorbetes Polipapel X 24 Unidades Unicornio Sweet,"$1.879,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00513000/00513014.jpg?3.0.165,Coto
Sorbetes Polipapel X 24 Unidades Zorrito,"$1.879,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00513000/00513025.jpg?3.0.165,Coto
Sorbetes Polipapel X 24 Unidades Futbol,"$1.879,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00513000/00513074.jpg?3.0.165,Coto
Sorbetes De Polipapel X 24 Unidades Frutilla ,"$1.879,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00513000/00513047.jpg?3.0.165,Coto
Sorbetes Polipapel X24 Calaca ,"$1.879,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00521100/00521157.jpg?3.0.165,Coto
Sorbetes Polipapel X 24 Unidades Multicolor ,"$1.879,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00513000/00513075.jpg?3.0.165,Coto
Sorbetes Polipapel X 24 Unidades Corazones ,"$1.879,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00513000/00513050.jpg?3.0.165,Coto
Sorbetes Polipapel X 24 Unidades Sweet Colors,"$1.879,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00513000/00513034.jpg?3.0.165,Coto
Sorbetes De Polipapel X 24 Unidades Anana ,"$1.879,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00513000/00513036.jpg?3.0.165,Coto
Sorbetes Polipapel X 24 Unidadessandia ,"$1.879,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00513000/00513039.jpg?3.0.165,Coto
Folio A4 Luma 30-10 10 Unidades,"$789,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00166200/00166251.jpg?3.0.165,Coto
Topes Autoadhesivos Mini X 24 Unid .,"$1.899,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00123000/00123091.jpg?3.0.165,Coto
Sorbetes De Polipapel X 24 Unidades Plateados,"$1.909,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00521100/00521198.jpg?3.0.165,Coto
Señalado Galera SIFAP Varios Colores 12 Unidades,"$959,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00488400/00488496.jpg?3.0.165,Coto
Toallitas Húmedas Para Bebé Johnsons Hora Del Sueño X 96 Un.,"$7.729,99",https://static.cotodigital3.com.ar/sitios/fotos/medium/00267800/00267868.jpg?3.0.165,Coto
Lapices De Colores Simball Innovation 12 Unidades,"$969,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00198900/00198947.jpg?3.0.165,Coto
Elasticos Sin Metal TAO Medianos Bsa 12 Uni,"$972,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00242800/00242879.jpg?3.0.165,Coto
Toallas Femeninas Clásicas Suave Nosotras 16u,"$1.299,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00571000/00571043.jpg?3.0.165,Coto
Protectores Diarios Sin Perfume Carefree 100u,"$8.189,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00570300/00570307.jpg?3.0.165,Coto
Set Marcadores Largos Al Agua Colores Surtidos X10,"$829,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00471900/00471923.jpg?3.0.165,Coto
P.Higienico 80 Mts Campanita X 4 32 M2,"$2.655,95",https://static.cotodigital3.com.ar/sitios/fotos/medium/00142400/00142475.jpg?3.0.165,Coto
Apósitos Adhesivos CURITAS Frozen Ii Para Niños X 20 Unidades,"$1.662,99",https://static.cotodigital3.com.ar/sitios/fotos/medium/00542100/00542133.jpg?3.0.165,Coto
Marcador SIMBALL Largo Al Agua Colores Surtidos X 6,"$499,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00471900/00471929.jpg?3.0.165,Coto
Toalla Adaptables Ultra Suave Sin Alas SIEMPRE LIBRE 8 Uni,"$665,39",https://static.cotodigital3.com.ar/sitios/fotos/medium/00524800/00524801.jpg?3.0.165,Coto
Toalla Humeda Cuidado 4 En 1 Huggies Paq 80 Uni,"$6.691,99",https://static.cotodigital3.com.ar/sitios/fotos/medium/00514900/00514989.jpg?3.0.165,Coto
Protectores Todos Los Dias Carefree 60u,"$5.062,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00568100/00568117.jpg?3.0.165,Coto
Setx6 Marcadores Escolares Pinto 2210 FILGO,"$509,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00471700/00471799.jpg?3.0.165,Coto
Toallitas Húmedas Para Bebé Johnsons Hora Del Sueño X 48 Un.,"$4.122,99",https://static.cotodigital3.com.ar/sitios/fotos/medium/00267000/00267051.jpg?3.0.165,Coto
Setx20 Marcadores FILGO Escolares Pinto 2210,"$1.719,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00471800/00471801.jpg?3.0.165,Coto
Bolsa Residuo 50x70 Mister Trapo 10u,"$867,57",https://static.cotodigital3.com.ar/sitios/fotos/medium/00577900/00577939.jpg?3.0.165,Coto
"Bolsas Herméticas ZIPLOC 16,5x14,9 Cm 50 U. Para Llevar","$4.350,59",https://static.cotodigital3.com.ar/sitios/fotos/medium/00482300/00482394.jpg?3.0.165,Coto
ALWAYS Xtra Diarios Sin Perfume Protectores Diarios 40 Unidades,"$3.488,17",https://static.cotodigital3.com.ar/sitios/fotos/medium/00573400/00573413.jpg?3.0.165,Coto
description,price,image,supermercado
ALWAYS Xtra Diarios Respirable Protectores Diarios 40 Unidades,"$3.488,17",https://static.cotodigital3.com.ar/sitios/fotos/medium/00573400/00573414.jpg?3.0.165,Coto
Colines Grandes Tao Bsa 12 Uni,"$1.050,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00476700/00476795.jpg?3.0.165,Coto
Toallas Femeninas Antibacterial Kotex Paq 10 Uni,"$875,45",https://static.cotodigital3.com.ar/sitios/fotos/medium/00529900/00529909.jpg?3.0.165,Coto
Apósitos Adhesivos CURITAS Be Happy Para Todo Tipo De Piel X 16 Unidades,"$1.403,99",https://static.cotodigital3.com.ar/sitios/fotos/medium/00499100/00499148.jpg?3.0.165,Coto
Folio RIVADAVIA Escolar 10 Unidades,"$879,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00209500/00209504.jpg?3.0.165,Coto
Pack X 24 Velas Tornillo Finitas De 17cm Blancas ,"$2.129,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00521100/00521196.jpg?3.0.165,Coto
Pack X 24 Velas Tornillo Finitas De 17 Cm Celestes,"$2.129,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00521100/00521195.jpg?3.0.165,Coto
Pack X24 Velas Tornillo Finitas 17cm Rosas ,"$2.129,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00521100/00521189.jpg?3.0.165,Coto
Pack X24 Velas Tornillo Finitas 17cm Multicolor ,"$2.129,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00521100/00521190.jpg?3.0.165,Coto
Colines Medianos Tao Cja 12 Uni,"$1.065,99",https://static.cotodigital3.com.ar/sitios/fotos/medium/00143400/00143488.jpg?3.0.165,Coto
Toallitas Húmedas PAMPERS Aroma Aloe Vera 48 Un,"$4.269,39",https://static.cotodigital3.com.ar/sitios/fotos/medium/00526500/00526579.jpg?3.0.165,Coto
Toallitas Húmedas PAMPERS Higiene Completa 48 Un,"$4.269,39",https://static.cotodigital3.com.ar/sitios/fotos/medium/00532300/00532334.jpg?3.0.165,Coto
Toallitas Húmedas PAMPERS Aroma De Bebé 48 Un,"$4.269,39",https://static.cotodigital3.com.ar/sitios/fotos/medium/00526500/00526587.jpg?3.0.165,Coto
Toallitas Húmedas PAMPERS Sin Perfume 48 Un,"$4.269,39",https://static.cotodigital3.com.ar/sitios/fotos/medium/00526500/00526592.jpg?3.0.165,Coto
Sobre Papel Manila Medoro 229x324mm X 10,"$899,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00524600/00524673.jpg?3.0.165,Coto
Espiral Insecticida Repelente RAID 4 Uni,"$363,36",https://static.cotodigital3.com.ar/sitios/fotos/medium/00521800/00521843.jpg?3.0.165,Coto
Toallitas Húmedas Control De Olores Huggies 48u.,"$4.361,99",https://static.cotodigital3.com.ar/sitios/fotos/medium/00567800/00567848.jpg?3.0.165,Coto
Protectores Diarios Esencial Kotex Paq 60 Uni,"$5.483,99",https://static.cotodigital3.com.ar/sitios/fotos/medium/00523300/00523371.jpg?3.0.165,Coto
Petit ASURIN 40 X 50 Cm 12 U. Transportable,"$1.104,40",https://static.cotodigital3.com.ar/sitios/fotos/medium/00457500/00457570.jpg?3.0.165,Coto
Crayones MAPED Color Peps Wax 24 Unidades  ,"$2.209,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00218400/00218416.jpg?3.0.165,Coto
ALWAYS Xtra Diarios Respirable Protectores Diarios 80 Unidades,"$7.370,82",https://static.cotodigital3.com.ar/sitios/fotos/medium/00573400/00573419.jpg?3.0.165,Coto
Paquete De Tachas Doradas,"$1.199,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00051800/00051861.jpg?3.0.165,Coto
Tabletas Insecticidas Repelente Contra Mosquitos 24 Noches Fuyi 24uni,"$2.220,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00572900/00572923.jpg?3.0.165,Coto
Bolsas De Residuos TASK 45 X 60 Cm 20 U. Pequeña Multiuso,"$1.861,67",https://static.cotodigital3.com.ar/sitios/fotos/medium/00268500/00268585.jpg?3.0.165,Coto
Boligrafo PAPER MATE Erasermate Azul 1 Unidad,"$1.129,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00051800/00051822.jpg?3.0.165,Coto
Cepillo Interdental GUM Con Estuche Blister 40 Unidades,"$3.778,99",https://static.cotodigital3.com.ar/sitios/fotos/medium/00210400/00210421.jpg?3.0.165,Coto
Toallas Higienicas Protección Normal Suave Nosotras 16 U,"$1.513,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00571000/00571020.jpg?3.0.165,Coto
Sobre Tarjeta Platea Medoro 120 Gr X 10,"$949,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00524500/00524567.jpg?3.0.165,Coto
ORAL-B Expert Pick Interdental Cepillos Interdentales 20 Unidades,"$1.908,32",https://static.cotodigital3.com.ar/sitios/fotos/medium/00513900/00513991.jpg?3.0.165,Coto
Broche Madera Iberia 12 Uni,"$1.154,73",https://static.cotodigital3.com.ar/sitios/fotos/medium/00461000/00461035.jpg?3.0.165,Coto
Crayones PIZZINI   6 Unidades  ,"$579,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00290900/00290968.jpg?3.0.165,Coto
Toalla Humeda Cuidado 4 En 1 Huggies Paq 48 Uni,"$4.632,99",https://static.cotodigital3.com.ar/sitios/fotos/medium/00514900/00514981.jpg?3.0.165,Coto
Toallas Femeninas Incontinencia Lina 8 Uni,"$774,85",https://static.cotodigital3.com.ar/sitios/fotos/medium/00547000/00547029.jpg?3.0.165,Coto
Elásticos Chau Ouc Negro Con Metal Tao X 8 Uni,"$797,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00532800/00532872.jpg?3.0.165,Coto
Elásticos Chau Ouch Colores Con Metal Tao X 8 Uni,"$798,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00536300/00536392.jpg?3.0.165,Coto
Toalla Humeda Puro Y Natural Huggies Paq 80 Uni,"$8.094,99",https://static.cotodigital3.com.ar/sitios/fotos/medium/00514900/00514982.jpg?3.0.165,Coto
Toallas Húmedas Protección Oleo Calcáreo Huggies 80u.,"$8.094,99",https://static.cotodigital3.com.ar/sitios/fotos/medium/00562900/00562971.jpg?3.0.165,Coto
Toallas Higienicas Invisible Suave Nosotras 30u,"$3.052,99",https://static.cotodigital3.com.ar/sitios/fotos/medium/00571000/00571026.jpg?3.0.165,Coto
Toallas Femeninas SIEMPRE LIBRE Adapt Plus C/Alas X 8 Un.,"$819,92",https://static.cotodigital3.com.ar/sitios/fotos/medium/00522500/00522580.jpg?3.0.165,Coto
Sobre Papel Manila Medoro 270x370mm X 10,"$1.029,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00524600/00524674.jpg?3.0.165,Coto
Fieltro Redondo Scotch- 32 Unidades,"$3.333,85",https://static.cotodigital3.com.ar/sitios/fotos/medium/00495400/00495437.jpg?3.0.165,Coto
Insecticida RAID Contra Mosquitos Tabletas Repuesto 12un,"$1.254,89",https://static.cotodigital3.com.ar/sitios/fotos/medium/00505100/00505140.jpg?3.0.165,Coto
Lapices De Grafito FILGO Sigma Flex 4 Unidades,"$419,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00267900/00267909.jpg?3.0.165,Coto
Protectores Todos Los Dias Carefree 20u,"$2.097,99",https://static.cotodigital3.com.ar/sitios/fotos/medium/00568100/00568118.jpg?3.0.165,Coto
Bolsa Residuo Pequeña 45x60 Glow 20u,"$2.099,93",https://static.cotodigital3.com.ar/sitios/fotos/medium/00574500/00574534.jpg?3.0.165,Coto
Colitas Chicas Varios Colores TAO Bol 12 Uni,"$1.262,77",https://static.cotodigital3.com.ar/sitios/fotos/medium/00457600/00457646.jpg?3.0.165,Coto
Protectores Sin Perfume Carefree 20u,"$2.110,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00573900/00573985.jpg?3.0.165,Coto
Toalla Higiénica Invisible Suave Nosotras 16u,"$1.693,99",https://static.cotodigital3.com.ar/sitios/fotos/medium/00571000/00571023.jpg?3.0.165,Coto
Lima P/Uñas Chica TAO Bol 5 Uni,"$533,99",https://static.cotodigital3.com.ar/sitios/fotos/medium/00295900/00295918.jpg?3.0.165,Coto
Papel Higiénico Max Hoja Simple 4x100m Higienol Paq 40 M2,"$4.280,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00569700/00569796.jpg?3.0.165,Coto
Toallas Femeninas SIEMPRE LIBRE Normal X 8 Un.,"$858,88",https://static.cotodigital3.com.ar/sitios/fotos/medium/00528800/00528876.jpg?3.0.165,Coto
Tabletas Limpiador 3 Minutos Corega 30u,"$3.231,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00569700/00569774.jpg?3.0.165,Coto
Alitas Con Piel X Uni (210 Gr) Refrigerados,"$215,69",https://static.cotodigital3.com.ar/sitios/fotos/medium/00048400/00048437.jpg?3.0.165,Coto
Bolsa Hermética Doble Cierre Chica Bolzip 10 Uni,"$1.078,90",https://static.cotodigital3.com.ar/sitios/fotos/medium/00558700/00558789.jpg?3.0.165,Coto
Papel Higiénico CAMPANITA Soft Simple Hoja Paquete 4 Unidades,"$1.300,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00038000/00038051.jpg?3.0.165,Coto
Folio Escolar Luma Borde Color 10 Unidades,"$1.099,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00209600/00209674.jpg?3.0.165,Coto
Bolsa Residuo Grande 60x90 Flowi 10u,"$1.098,99",https://static.cotodigital3.com.ar/sitios/fotos/medium/00577900/00577935.jpg?3.0.165,Coto
Protectores Todos Los Días Tanga Carefree 60u,"$6.634,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00570300/00570314.jpg?3.0.165,Coto
Protectores Largos Con Perfume Carefree 60u,"$6.634,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00570300/00570317.jpg?3.0.165,Coto
Plastilina Maped Color´Peps 12 Colores 180 Gr,"$1.329,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00166100/00166105.jpg?3.0.165,Coto
Bolsa Residuo 50x70 Cristal Del Lago X 20 Uni,"$2.216,25",https://static.cotodigital3.com.ar/sitios/fotos/medium/00550500/00550503.jpg?3.0.165,Coto
Folio Oficio     50 Micr 10 Un,"$1.109,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00067100/00067162.jpg?3.0.165,Coto
Toalla Humeda Puro Y Natural Huggies Paq 48 Uni,"$5.346,99",https://static.cotodigital3.com.ar/sitios/fotos/medium/00514900/00514995.jpg?3.0.165,Coto
Toalla Humeda Oleo Calcáreo Huggies Paq 48 Uni,"$5.346,99",https://static.cotodigital3.com.ar/sitios/fotos/medium/00514900/00514987.jpg?3.0.165,Coto
Bolsa Resid. 45 X 60 TASK Paq 20 Uni,"$2.234,52",https://static.cotodigital3.com.ar/sitios/fotos/medium/00295800/00295873.jpg?3.0.165,Coto
Mapa Político Argentina Rivadavia N3 5 Unidades,"$559,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00083700/00083714.jpg?3.0.165,Coto
Papel Higiénico FELPITA Blanquísimo Simple Hoja Paquete 4 Unidades,"$3.590,26",https://static.cotodigital3.com.ar/sitios/fotos/medium/00203400/00203422.jpg?3.0.165,Coto
Cinta Scotch Crystal Clear 18 Mm 10 Mtr,"$1.139,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00209700/00209778.jpg?3.0.165,Coto
Papel Higiénico Max Hoja Simple 4x80m Higienol 32m2,"$3.655,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00569700/00569795.jpg?3.0.165,Coto
Lima P/Uñas Gde TAO Bol 5 Uni,"$572,99",https://static.cotodigital3.com.ar/sitios/fotos/medium/00295900/00295913.jpg?3.0.165,Coto
"Protector Diario Kotex Cuidado Diario Multiestilo X20
","$2.307,99",https://static.cotodigital3.com.ar/sitios/fotos/medium/00261900/00261950.jpg?3.0.165,Coto
Rollo Film Adherente Glow 30 Mtr,"$3.466,56",https://static.cotodigital3.com.ar/sitios/fotos/medium/00536400/00536426.jpg?3.0.165,Coto
description,price,image,supermercado
Galleta Campera (Bolsa Por 6 Unidades),"$693,99",https://static.cotodigital3.com.ar/sitios/fotos/medium/00014100/00014191.jpg?3.0.165,Coto
Toallas Femeninas Normal Kotex Paq 16 Uni,"$1.853,99",https://static.cotodigital3.com.ar/sitios/fotos/medium/00522500/00522567.jpg?3.0.165,Coto
Tabletas Limpiador Blanqueador Corega 30u,"$3.503,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00569700/00569773.jpg?3.0.165,Coto
Te C/Frutos Tropi Inti Zen 15 Uni,"$1.761,29",https://static.cotodigital3.com.ar/sitios/fotos/medium/00173800/00173812.jpg?3.0.165,Coto
Te Patagonia Bee INTI ZEN Est 15 Uni,"$1.761,29",https://static.cotodigital3.com.ar/sitios/fotos/medium/00173900/00173977.jpg?3.0.165,Coto
Te C/Dce.De Leche Inti Zen  15 Uni,"$1.761,29",https://static.cotodigital3.com.ar/sitios/fotos/medium/00173800/00173810.jpg?3.0.165,Coto
Te Ilumine Inti Zen Est 15 Uni,"$1.761,29",https://static.cotodigital3.com.ar/sitios/fotos/medium/00164900/00164910.jpg?3.0.165,Coto
Banda Depilat. P/Normal Axila VEET Cja 20 Uni,"$2.360,25",https://static.cotodigital3.com.ar/sitios/fotos/medium/00243700/00243789.jpg?3.0.165,Coto
Sobre Papel Obra Medoro 75 Gr X 20,"$2.409,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00524600/00524671.jpg?3.0.165,Coto
Temperas Maped Paquete 8 Gr 12 Unidades,"$1.449,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00166700/00166789.jpg?3.0.165,Coto
Bolsas De Residuos TRASH 45 X 60 Cm 20 U. Multiuso,"$2.417,72",https://static.cotodigital3.com.ar/sitios/fotos/medium/00503100/00503141.jpg?3.0.165,Coto
Papel Higiénico FELPITA Blanquísimo Simple Hoja Paquete 6 Unidades,"$5.806,54",https://static.cotodigital3.com.ar/sitios/fotos/medium/00290500/00290503.jpg?3.0.165,Coto
Toallas Femeninas SIEMPRE LIBRE Adapt Plus Ultrafina C/Alas X 8 Un.,"$970,23",https://static.cotodigital3.com.ar/sitios/fotos/medium/00528800/00528866.jpg?3.0.165,Coto
Elasticos Sin Metal TAO Gruesos Bsa 8 Uni,"$972,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00242800/00242878.jpg?3.0.165,Coto
ALWAYS Xtra Diarios Respirable Protectores Diarios 15 Unidades,"$1.837,30",https://static.cotodigital3.com.ar/sitios/fotos/medium/00573400/00573415.jpg?3.0.165,Coto
Alitas Con Piel X Uni (245 Gr) Refrigerados,"$246,53",https://static.cotodigital3.com.ar/sitios/fotos/medium/00048400/00048438.jpg?3.0.165,Coto
Palillos Interdent Soft Picks Adv Gum Bli 36 Uni,"$4.439,99",https://static.cotodigital3.com.ar/sitios/fotos/medium/00489500/00489526.jpg?3.0.165,Coto
Protectores Diarios Sin Perfume Tanga Carefree 20u,"$2.474,99",https://static.cotodigital3.com.ar/sitios/fotos/medium/00573900/00573968.jpg?3.0.165,Coto
Protectores Largos Con Perfume Carefree 20 Uni,"$2.475,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00570300/00570336.jpg?3.0.165,Coto
Setx5 Pinches De Copetin Pastel,"$619,90",https://static.cotodigital3.com.ar/sitios/fotos/medium/00512500/00512555.jpg?3.0.165,Coto
Toallas Largas Dia Y Noche Nosotras 16u,"$1.987,19",https://static.cotodigital3.com.ar/sitios/fotos/medium/00571000/00571022.jpg?3.0.165,Coto
Pañal Protect Plus T: P Huggies 50 Uni,"$6.210,97",https://static.cotodigital3.com.ar/sitios/fotos/medium/00539800/00539870.jpg?3.0.165,Coto
Agua Saborizada Coto Manzana Botella 1.5 L,"$186,93",https://static.cotodigital3.com.ar/sitios/fotos/medium/00468600/00468616.jpg?3.0.165,Coto
Maxisorbetes Polipapel X 12 Unidades Iridiscentes,"$1.499,99",https://static.cotodigital3.com.ar/sitios/fotos/medium/00513000/00513053.jpg?3.0.165,Coto
Maxisorbetes Polipapel X12 Celeste,"$1.499,99",https://static.cotodigital3.com.ar/sitios/fotos/medium/00513000/00513052.jpg?3.0.165,Coto
Maxisorbetes Polipapel X 12 Unidades Rosa ,"$1.499,99",https://static.cotodigital3.com.ar/sitios/fotos/medium/00513000/00513051.jpg?3.0.165,Coto
Maxisorbetes Polipapel X 12 Unidades Dorados,"$1.499,99",https://static.cotodigital3.com.ar/sitios/fotos/medium/00513000/00513054.jpg?3.0.165,Coto
Maxisorbetes Polipapel X 12 Unidades Plateados,"$1.499,99",https://static.cotodigital3.com.ar/sitios/fotos/medium/00513000/00513057.jpg?3.0.165,Coto
Rollo Film Adherente Glow 15 Mtr,"$1.878,36",https://static.cotodigital3.com.ar/sitios/fotos/medium/00536400/00536431.jpg?3.0.165,Coto
Protectores Diarios Con Indicador De Cambio Kotex 20u.,"$2.514,99",https://static.cotodigital3.com.ar/sitios/fotos/medium/00570200/00570211.jpg?3.0.165,Coto
Cucharita X 3 Mango Marfil Pastel ,"$379,90",https://static.cotodigital3.com.ar/sitios/fotos/medium/00512000/00512027.jpg?3.0.165,Coto
Pack X 10 Velas Magicas Blancas,"$1.269,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00513000/00513056.jpg?3.0.165,Coto
Pack X10 Velas Magicas Celestes ,"$1.269,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00513000/00513058.jpg?3.0.165,Coto
Pack X 10 Velas Magicas Magentas ,"$1.269,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00513000/00513061.jpg?3.0.165,Coto
Tarugo En Pote Transparente Con Tornillo N°6 X 75u,"$9.599,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00103100/00103100.jpg?3.0.165,Coto
P.Higienico S/H X 12 Rollo Felpita Paq 36 M2,"$4.610,39",https://static.cotodigital3.com.ar/sitios/fotos/medium/00481800/00481890.jpg?3.0.165,Coto
P.Higienico S/H X 30 Mtr Cristal Del Paq 12 M2,"$1.537,05",https://static.cotodigital3.com.ar/sitios/fotos/medium/00477900/00477917.jpg?3.0.165,Coto
Cepillo Interdental GUM Soft Picks Blister 15 Unidades,"$1.959,99",https://static.cotodigital3.com.ar/sitios/fotos/medium/00222600/00222618.jpg?3.0.165,Coto
Papel Higiénico CAMPANITA Soft Plus Xl Simple Hoja Paquete 4 Unidades,"$4.200,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00295800/00295882.jpg?3.0.165,Coto
Elásticos Chau Ouch Colores Tao X 6 Uni,"$797,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00536400/00536401.jpg?3.0.165,Coto
Elásticos Chau Ouch Negro Tao X 6 Uni,"$797,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00536400/00536404.jpg?3.0.165,Coto
Ajo Malla X 3 Uni,"$399,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00036600/00036666.jpg?3.0.165,Coto
Toallas Femeninas Normal Kotex Paq 32 Uni,"$4.299,99",https://static.cotodigital3.com.ar/sitios/fotos/medium/00522500/00522593.jpg?3.0.165,Coto
Bolsa P/Alim Bolzip Doble C Bolzip Bol 8 Uni,"$1.078,90",https://static.cotodigital3.com.ar/sitios/fotos/medium/00462100/00462170.jpg?3.0.165,Coto
Bolsa Residuo 50 X 70 Task Bsa 10 Uni,"$1.350,66",https://static.cotodigital3.com.ar/sitios/fotos/medium/00250500/00250593.jpg?3.0.165,Coto
Bolsa Residuo Mediana 50x70 Glow 20u,"$2.710,81",https://static.cotodigital3.com.ar/sitios/fotos/medium/00574500/00574535.jpg?3.0.165,Coto
Boligrafo FILGO Stick Varios Colores 10 Unidades,"$1.359,00",https://static.cotodigital3.com.ar/sitios/fotos/medium/00481700/00481781.jpg?3.0.165,Coto
Papel Higiénico FELPITA Simple Hoja Paquete 4 Unidades,"$1.635,05",https://static.cotodigital3.com.ar/sitios/fotos/medium/00262400/00262405.jpg?3.0.165,Coto
