description,price,image,market,quantity,unit
Pimienta negra molida La parmesana .,"$ 1.540,00",https://carrefourar.vtexassets.com/arquivos/ids/176090-170-170?v=637468572427000000&width=170&height=170&aspect=true,Carrefour,25.0,g
Salsa chimichurri La parmesana pizzero .,"$ 1.190,00",https://carrefourar.vtexassets.com/arquivos/ids/386414-170-170?v=638318587389430000&width=170&height=170&aspect=true,Carrefour,300.0,g
Molinillo Indo Deli carne sin sal .,"$ 3.225,00",https://carrefourar.vtexassets.com/arquivos/ids/176172-170-170?v=637468572728970000&width=170&height=170&aspect=true,Carrefour,35.0,g
Salsa sriracha Pampagourmet en botella .,"$ 3.650,00",https://carrefourar.vtexassets.com/arquivos/ids/364577-170-170?v=638265118988000000&width=170&height=170&aspect=true,Carrefour,300.0,g
Pimentón extra picante Darama lata .,"$ 3.390,00",https://carrefourar.vtexassets.com/arquivos/ids/196667-170-170?v=637523688885370000&width=170&height=170&aspect=true,Carrefour,75.0,g
Salsa barbacoa Pampagourmet premium .,"$ 3.900,00",https://carrefourar.vtexassets.com/arquivos/ids/358453-170-170?v=638255477207000000&width=170&height=170&aspect=true,Carrefour,300.0,g
Pimienta blanca molida Darama salero .,"$ 4.660,00",https://carrefourar.vtexassets.com/arquivos/ids/196662-170-170?v=637523688863300000&width=170&height=170&aspect=true,Carrefour,65.0,g
Sal diet Buckingham .,"$ 2.180,00",https://carrefourar.vtexassets.com/arquivos/ids/386416-170-170?v=638318587405800000&width=170&height=170&aspect=true,Carrefour,70.0,g
Termotanque Escorial multigas  TG ES blanco,"$ 174.849,00",https://carrefourar.vtexassets.com/arquivos/ids/239900-170-170?v=637840913838930000&width=170&height=170&aspect=true,Carrefour,80.0,l
Termotanque eléctrico Escorial .  EL-,"$ 176.461,00",https://carrefourar.vtexassets.com/arquivos/ids/160052-170-170?v=637467647056800000&width=170&height=170&aspect=true,Carrefour,90.0,l
Termotanque eléctrico Escorial . EL-,"$ 161.781,00",https://carrefourar.vtexassets.com/arquivos/ids/160051-170-170?v=637467647049300000&width=170&height=170&aspect=true,Carrefour,55.0,l
Termotanque MultiGas Señorial  TSZ- blanco,"$ 204.468,00",https://carrefourar.vtexassets.com/arquivos/ids/160011-170-170?v=637467646634700000&width=170&height=170&aspect=true,Carrefour,,
Termotanque Eléctrico Señorial Zafiro  Blanco,"$ 217.308,00",https://carrefourar.vtexassets.com/arquivos/ids/160010-170-170?v=637467646626600000&width=170&height=170&aspect=true,Carrefour,,
Termotanque multigas Escorial . blanco,"$ 200.502,00",https://carrefourar.vtexassets.com/arquivos/ids/237384-170-170?v=637824400742300000&width=170&height=170&aspect=true,Carrefour,,
Termotanque Eléctrico Señorial Zafiro  Blanco,"$ 167.415,00",https://carrefourar.vtexassets.com/arquivos/ids/160008-170-170?v=637467646605770000&width=170&height=170&aspect=true,Carrefour,,
Termotanque multigas Escorial . blanco,"$ 155.403,00",https://carrefourar.vtexassets.com/arquivos/ids/237397-170-170?v=637824479125900000&width=170&height=170&aspect=true,Carrefour,,
Termotanque Eléctrico Señorial Zafiro  Blanco,"$ 193.069,00",https://carrefourar.vtexassets.com/arquivos/ids/160009-170-170?v=637467646617330000&width=170&height=170&aspect=true,Carrefour,,
Calefón Universal  gas natural superautomatico sin llama piloto CSU inoxidable,"$ 279.924,00",https://carrefourar.vtexassets.com/arquivos/ids/245797-170-170?v=637898760730130000&width=170&height=170&aspect=true,Carrefour,,
Termotanque a Gas Señorial  TSZ-,"$ 185.541,00",https://carrefourar.vtexassets.com/arquivos/ids/160006-170-170?v=637467646566130000&width=170&height=170&aspect=true,Carrefour,,
Termotanque a Gas Señorial  TSZ-,"$ 251.415,00",https://carrefourar.vtexassets.com/arquivos/ids/160012-170-170?v=637467646643500000&width=170&height=170&aspect=true,Carrefour,,
Termotanque a gas Emege  multigas alta recuperacion /HS gris,"$ 217.162,00",https://carrefourar.vtexassets.com/arquivos/ids/333024-170-170?v=638212370265100000&width=170&height=170&aspect=true,Carrefour,,
Termotanque eléctrico Señorial  TSBE-,"$ 274.998,00",https://carrefourar.vtexassets.com/arquivos/ids/212924-170-170?v=637671428878270000&width=170&height=170&aspect=true,Carrefour,,
Calefon Universal Tiro balanceado izquierda LC,"$ 314.267,00",https://carrefourar.vtexassets.com/arquivos/ids/253769-170-170?v=637958393653300000&width=170&height=170&aspect=true,Carrefour,,
Molinillo wok Indo Deli .,"$ 3.225,00",https://carrefourar.vtexassets.com/arquivos/ids/202133-170-170?v=637559304607300000&width=170&height=170&aspect=true,Carrefour,65.0,g
Perejil Dicomere sin TACC sobre .,"$ 1.045,00",https://carrefourar.vtexassets.com/arquivos/ids/214429-170-170?v=637678494674870000&width=170&height=170&aspect=true,Carrefour,25.0,g
Molinillo Indo Deli finas hierbas .,"$ 3.225,00",https://carrefourar.vtexassets.com/arquivos/ids/176207-170-170?v=637468572820000000&width=170&height=170&aspect=true,Carrefour,30.0,g
Molinillo salad bar Indo Deli .,"$ 3.225,00",https://carrefourar.vtexassets.com/arquivos/ids/202135-170-170?v=637559304623100000&width=170&height=170&aspect=true,Carrefour,55.0,g
Tomillo La Campagnola .,"$ 460,00",https://carrefourar.vtexassets.com/arquivos/ids/381274-170-170?v=638315050367900000&width=170&height=170&aspect=true,Carrefour,15.0,g
Salsa barbacoa Aleluya con miel spicy .,"$ 1.465,00",https://carrefourar.vtexassets.com/arquivos/ids/262964-170-170?v=638042208916570000&width=170&height=170&aspect=true,Carrefour,205.0,g
Aderezo dressing cesar .,"$ 1.799,00",https://carrefourar.vtexassets.com/arquivos/ids/181876-170-170?v=637468588095630000&width=170&height=170&aspect=true,Carrefour,200.0,g
Salsa guacamole Luca tradic congelado .,"$ 4.995,00",https://carrefourar.vtexassets.com/arquivos/ids/379206-170-170?v=638313569342000000&width=170&height=170&aspect=true,Carrefour,200.0,g
Chimichurri Arytza etiqueta negra en frasco .,"$ 5.025,00",https://carrefourar.vtexassets.com/arquivos/ids/310877-170-170?v=638156087692930000&width=170&height=170&aspect=true,Carrefour,360.0,g
Pimentón extra dulce Darama lata .,"$ 3.390,00",https://carrefourar.vtexassets.com/arquivos/ids/196666-170-170?v=637523688880200000&width=170&height=170&aspect=true,Carrefour,75.0,g
Molinillo Indo Deli salerosa .,"$ 3.225,00",https://carrefourar.vtexassets.com/arquivos/ids/181869-170-170?v=637468588080130000&width=170&height=170&aspect=true,Carrefour,65.0,g
Provenzal Darama lata .,"$ 2.855,00",https://carrefourar.vtexassets.com/arquivos/ids/196669-170-170?v=637523688895070000&width=170&height=170&aspect=true,Carrefour,55.0,g
Sal dietética La parmesana sabor ajo .,"$ 2.565,00",https://carrefourar.vtexassets.com/arquivos/ids/401520-170-170?v=638337666680270000&width=170&height=170&aspect=true,Carrefour,75.0,g
Molinillo grillados Indo Deli .,"$ 3.225,00",https://carrefourar.vtexassets.com/arquivos/ids/202138-170-170?v=637559304646570000&width=170&height=170&aspect=true,Carrefour,70.0,g
Nuez moscada La Parmesana .,"$ 3.705,00",https://carrefourar.vtexassets.com/arquivos/ids/176093-170-170?v=637468572434500000&width=170&height=170&aspect=true,Carrefour,25.0,g
Tobera Hunter Ps Ultra + Boquilla MP Rotator  . izquierda,"$ 18.320,00",https://carrefourar.vtexassets.com/arquivos/ids/427053-170-170?v=638386837990230000&width=170&height=170&aspect=true,Carrefour,,
Tobera aspersor riego Hunter Ps Ultra + Boquilla  x .,"$ 49.550,00",https://carrefourar.vtexassets.com/arquivos/ids/427034-170-170?v=638386830414070000&width=170&height=170&aspect=true,Carrefour,,
Llave de regulación para aspersor riego Hunter MP Rotator,"$ 2.655,00",https://carrefourar.vtexassets.com/arquivos/ids/426998-170-170?v=638386828824070000&width=170&height=170&aspect=true,Carrefour,,
Tobera aspersor riego Hunter Ps Ultra + Boquilla,"$ 4.955,00",https://carrefourar.vtexassets.com/arquivos/ids/418012-170-170?v=638358459267800000&width=170&height=170&aspect=true,Carrefour,,
Tobera Hunter Ps Ultra + Boquilla MP Rotator SR 210º  .,"$ 18.320,00",https://carrefourar.vtexassets.com/arquivos/ids/424487-170-170?v=638380020873400000&width=170&height=170&aspect=true,Carrefour,,
Tobera Hunter Ps Ultra + Boquilla MP Rotator 210º  .,"$ 18.320,00",https://carrefourar.vtexassets.com/arquivos/ids/426450-170-170?v=638385218134000000&width=170&height=170&aspect=true,Carrefour,,
Tobera Hunter Ps Ultra + Boquilla MP Rotator  . esquina,"$ 18.320,00",https://carrefourar.vtexassets.com/arquivos/ids/424452-170-170?v=638380004416470000&width=170&height=170&aspect=true,Carrefour,,
Sistema de riego Programador Hunter XC4 + álvulas +  + bomba,"$ 581.895,00",https://carrefourar.vtexassets.com/arquivos/ids/426089-170-170?v=638385193256500000&width=170&height=170&aspect=true,Carrefour,,
Tobera Hunter Ps Ultra + Boquilla MP Rotator 360º  .,"$ 18.320,00",https://carrefourar.vtexassets.com/arquivos/ids/424472-170-170?v=638380012005600000&width=170&height=170&aspect=true,Carrefour,,
Tobera aspersor riego Hunter Ps Ultra + Boquilla,"$ 4.955,00",https://carrefourar.vtexassets.com/arquivos/ids/424529-170-170?v=638380038692470000&width=170&height=170&aspect=true,Carrefour,,
Colector polipropileno para álvulas riego Hunter Rainbird,"$ 35.295,00",https://carrefourar.vtexassets.com/arquivos/ids/397630-170-170?v=638333260521030000&width=170&height=170&aspect=true,Carrefour,,
Válvula solenoide para riego 1 1/2'' Hunter PGV,"$ 128.280,00",https://carrefourar.vtexassets.com/arquivos/ids/390450-170-170?v=638321324997400000&width=170&height=170&aspect=true,Carrefour,,
Válvula solenoide para riego 1'' Hunter PGV  regulador,"$ 43.700,00",https://carrefourar.vtexassets.com/arquivos/ids/390452-170-170?v=638321324997400000&width=170&height=170&aspect=true,Carrefour,,
Programador de riego Hunter X-Core + álvulas solenoides,"$ 324.065,00",https://carrefourar.vtexassets.com/arquivos/ids/390076-170-170?v=638321270088870000&width=170&height=170&aspect=true,Carrefour,,
Tobera aspersor riego Hunter Pro Spray + Boquilla,"$ 6.840,00",https://carrefourar.vtexassets.com/arquivos/ids/427092-170-170?v=638386843461770000&width=170&height=170&aspect=true,Carrefour,,
Tobera aspersor riego Hunter Pro Spray + Boquilla,"$ 6.840,00",https://carrefourar.vtexassets.com/arquivos/ids/427068-170-170?v=638386840128070000&width=170&height=170&aspect=true,Carrefour,,
Calefon Universal Tiro balanceado derecha LC,"$ 314.267,00",https://carrefourar.vtexassets.com/arquivos/ids/253768-170-170?v=637958390475270000&width=170&height=170&aspect=true,Carrefour,,
Termotanque eléctrico Señorial . TSBE-,"$ 264.010,00",https://carrefourar.vtexassets.com/arquivos/ids/160019-170-170?v=637467646725830000&width=170&height=170&aspect=true,Carrefour,,
Termotanque multigás Señorial . TTS-,"$ 285.065,00",https://carrefourar.vtexassets.com/arquivos/ids/160013-170-170?v=637467646651630000&width=170&height=170&aspect=true,Carrefour,,
Termotanque a gas Escorial Geiser  gris grafito,"$ 286.541,00",https://carrefourar.vtexassets.com/arquivos/ids/203758-170-170?v=637582433207100000&width=170&height=170&aspect=true,Carrefour,120.0,l
Termotanque eléctrico Señorial  TSBE-,"$ 249.561,00",https://carrefourar.vtexassets.com/arquivos/ids/212923-170-170?v=637671419707900000&width=170&height=170&aspect=true,Carrefour,,
Termotanque electrico Universal  TUE,"$ 297.698,00",https://carrefourar.vtexassets.com/arquivos/ids/245798-170-170?v=637898761962700000&width=170&height=170&aspect=true,Carrefour,,
Termotanque eléctrico Universal  TUE,"$ 215.494,00",https://carrefourar.vtexassets.com/arquivos/ids/203757-170-170?v=637582402896830000&width=170&height=170&aspect=true,Carrefour,40.0,l
Termotanque Eléctrico BGH  Bte-,"$ 184.999,00",https://carrefourar.vtexassets.com/arquivos/ids/267950-170-170?v=638072348562870000&width=170&height=170&aspect=true,Carrefour,,
Termotanque Eléctrico BGH  Bte-,"$ 225.999,00",https://carrefourar.vtexassets.com/arquivos/ids/267958-170-170?v=638072349289070000&width=170&height=170&aspect=true,Carrefour,,
Molinillo pizza party Indo Deli .,"$ 3.225,00",https://carrefourar.vtexassets.com/arquivos/ids/202136-170-170?v=637559304631070000&width=170&height=170&aspect=true,Carrefour,50.0,g
Pimentón extra picante Darama salero .,"$ 2.770,00",https://carrefourar.vtexassets.com/arquivos/ids/196664-170-170?v=637523688872700000&width=170&height=170&aspect=true,Carrefour,60.0,g
Recarga pimienta negra Indo Deli sobre .,"$ 4.000,00",https://carrefourar.vtexassets.com/arquivos/ids/206319-170-170?v=637611148210200000&width=170&height=170&aspect=true,Carrefour,55.0,g
Orégano Darama lata .,"$ 1.535,00",https://carrefourar.vtexassets.com/arquivos/ids/196670-170-170?v=637523688901170000&width=170&height=170&aspect=true,Carrefour,20.0,g
Salsa hoisin Pampagourmet con vino torrontés .,"$ 2.850,00",https://carrefourar.vtexassets.com/arquivos/ids/359544-170-170?v=638258156983270000&width=170&height=170&aspect=true,Carrefour,280.0,g
Salsa inglesa Cepera .,"$ 3.805,00",https://carrefourar.vtexassets.com/arquivos/ids/324546-170-170?v=638198409081570000&width=170&height=170&aspect=true,Carrefour,150.0,cc
Salsa criolla Artyza en frasco .,"$ 2.375,00",https://carrefourar.vtexassets.com/arquivos/ids/310878-170-170?v=638156087702570000&width=170&height=170&aspect=true,Carrefour,360.0,g
Molinillo Indo Deli del asador .,"$ 3.225,00",https://carrefourar.vtexassets.com/arquivos/ids/176202-170-170?v=637468572807500000&width=170&height=170&aspect=true,Carrefour,80.0,g
Pimienta blanca molida La campagnola en sobre .,"$ 749,00",https://carrefourar.vtexassets.com/arquivos/ids/381228-170-170?v=638315050183700000&width=170&height=170&aspect=true,Carrefour,23.0,g
Salsa chimichurri picante Buffalo .,"$ 1.899,00",https://carrefourar.vtexassets.com/arquivos/ids/416955-170-170?v=638355809911530000&width=170&height=170&aspect=true,Carrefour,245.0,g
Molinillo al romero Indo Deli .,"$ 3.225,00",https://carrefourar.vtexassets.com/arquivos/ids/202132-170-170?v=637559304599630000&width=170&height=170&aspect=true,Carrefour,50.0,g
Curry powder Darama lata .,"$ 7.335,00",https://carrefourar.vtexassets.com/arquivos/ids/196668-170-170?v=637523688889430000&width=170&height=170&aspect=true,Carrefour,85.0,g
Molinillo al tuco Indo Deli .,"$ 3.225,00",https://carrefourar.vtexassets.com/arquivos/ids/202137-170-170?v=637559304638700000&width=170&height=170&aspect=true,Carrefour,55.0,g
Sal dietética La parmesana sabor cebolla .,"$ 2.565,00",https://carrefourar.vtexassets.com/arquivos/ids/401521-170-170?v=638337666689300000&width=170&height=170&aspect=true,Carrefour,75.0,g
Salsa de mango Pampagourmet con especias .,"$ 4.215,00",https://carrefourar.vtexassets.com/arquivos/ids/359545-170-170?v=638258156993330000&width=170&height=170&aspect=true,Carrefour,285.0,g
Kétchup Pampagourmet orgánico botella .,"$ 3.400,00",https://carrefourar.vtexassets.com/arquivos/ids/358459-170-170?v=638255480330770000&width=170&height=170&aspect=true,Carrefour,285.0,g
Tobera Hunter Pro Spray + Boquilla MP Rotator  . derecha,"$ 20.205,00",https://carrefourar.vtexassets.com/arquivos/ids/427062-170-170?v=638386839272370000&width=170&height=170&aspect=true,Carrefour,,
Tobera Hunter Ps Ultra + Boquilla RCS 515  .,"$ 5.230,00",https://carrefourar.vtexassets.com/arquivos/ids/427055-170-170?v=638386838218800000&width=170&height=170&aspect=true,Carrefour,,
Tobera Hunter Ps Ultra + Boquilla MP Rotator 270º  .,"$ 18.320,00",https://carrefourar.vtexassets.com/arquivos/ids/427052-170-170?v=638386837760470000&width=170&height=170&aspect=true,Carrefour,,
Tobera Hunter Ps Ultra + Boquilla MP Rotator 210º  .,"$ 18.320,00",https://carrefourar.vtexassets.com/arquivos/ids/427047-170-170?v=638386833041100000&width=170&height=170&aspect=true,Carrefour,,
Tobera Hunter Pro Spray + Boquilla MP Rotator  . izquierda,"$ 20.205,00",https://carrefourar.vtexassets.com/arquivos/ids/427038-170-170?v=638386830957230000&width=170&height=170&aspect=true,Carrefour,,
Tobera Hunter Pro Spray + Boquilla MP Rotator SR 210º  .,"$ 20.205,00",https://carrefourar.vtexassets.com/arquivos/ids/427021-170-170?v=638386829500400000&width=170&height=170&aspect=true,Carrefour,,
Tobera Hunter Pro Spray + Boquilla MP Rotator 210º  .,"$ 20.205,00",https://carrefourar.vtexassets.com/arquivos/ids/427013-170-170?v=638386829325400000&width=170&height=170&aspect=true,Carrefour,,
Tobera Hunter Pro Spray + Boquilla MP Rotator 360º  .,"$ 20.205,00",https://carrefourar.vtexassets.com/arquivos/ids/427006-170-170?v=638386829083730000&width=170&height=170&aspect=true,Carrefour,,
Tobera Hunter Pro Spray + Boquilla MP Rotator 270º  .,"$ 20.205,00",https://carrefourar.vtexassets.com/arquivos/ids/426988-170-170?v=638386828263000000&width=170&height=170&aspect=true,Carrefour,,
Tobera Hunter Pro Spray + Boquilla MP Rotator 270º  .,"$ 20.205,00",https://carrefourar.vtexassets.com/arquivos/ids/426987-170-170?v=638386828060900000&width=170&height=170&aspect=true,Carrefour,,
Tobera Hunter Pro Spray + Boquilla RCS 515  .,"$ 7.115,00",https://carrefourar.vtexassets.com/arquivos/ids/426985-170-170?v=638386827845800000&width=170&height=170&aspect=true,Carrefour,,
Tobera Hunter Pro Spray + Boquilla MP Rotator 210º  .,"$ 20.205,00",https://carrefourar.vtexassets.com/arquivos/ids/426982-170-170?v=638386827658400000&width=170&height=170&aspect=true,Carrefour,,
Tobera Hunter Pro Spray + Boquilla MP Rotator 210º  .,"$ 20.205,00",https://carrefourar.vtexassets.com/arquivos/ids/426974-170-170?v=638386827490200000&width=170&height=170&aspect=true,Carrefour,,
Tobera Hunter Pro Spray + Boquilla MP Rotator 210º  .,"$ 20.205,00",https://carrefourar.vtexassets.com/arquivos/ids/426972-170-170?v=638386827105900000&width=170&height=170&aspect=true,Carrefour,,
Tobera aspersor riego Hunter Ps Ultra + Boquilla,"$ 4.955,00",https://carrefourar.vtexassets.com/arquivos/ids/424513-170-170?v=638380031848470000&width=170&height=170&aspect=true,Carrefour,,
Tobera Hunter Ps Ultra + Boquilla MP Rotator 360º  .,"$ 18.320,00",https://carrefourar.vtexassets.com/arquivos/ids/424481-170-170?v=638380015562400000&width=170&height=170&aspect=true,Carrefour,,
Sal dietetica sabor apio La Parmesana .,"$ 2.565,00",https://carrefourar.vtexassets.com/arquivos/ids/410383-170-170?v=638345481310070000&width=170&height=170&aspect=true,Carrefour,75.0,g
Pimientos Cepera malaguera roja .,"$ 6.680,00",https://carrefourar.vtexassets.com/arquivos/ids/182132-170-170?v=637468588566500000&width=170&height=170&aspect=true,Carrefour,100.0,g
Molinillo capresse Indo Deli .,"$ 3.225,00",https://carrefourar.vtexassets.com/arquivos/ids/202134-170-170?v=637559304614800000&width=170&height=170&aspect=true,Carrefour,55.0,g
Molinillo Indo Deli peperosa .,"$ 3.225,00",https://carrefourar.vtexassets.com/arquivos/ids/176214-170-170?v=637468572840330000&width=170&height=170&aspect=true,Carrefour,65.0,g
Salsa ají picante chili Pampagourmet en botella .,"$ 3.040,00",https://carrefourar.vtexassets.com/arquivos/ids/364580-170-170?v=638265119018500000&width=170&height=170&aspect=true,Carrefour,200.0,cc
Sal dietética Darama sin sabor .,"$ 1.965,00",https://carrefourar.vtexassets.com/arquivos/ids/196676-170-170?v=637523688929330000&width=170&height=170&aspect=true,Carrefour,100.0,g
Sal dietética La parmesana salero .,"$ 2.565,00",https://carrefourar.vtexassets.com/arquivos/ids/401522-170-170?v=638337666699130000&width=170&height=170&aspect=true,Carrefour,75.0,g
Salsa chimichurri tradicional Buffalo .,"$ 1.899,00",https://carrefourar.vtexassets.com/arquivos/ids/416954-170-170?v=638355809903730000&width=170&height=170&aspect=true,Carrefour,245.0,g
Sal dietética Darama ajo .,"$ 1.965,00",https://carrefourar.vtexassets.com/arquivos/ids/196673-170-170?v=637523688915400000&width=170&height=170&aspect=true,Carrefour,100.0,g
Molinillo pescado sin sal Indo Deli .,"$ 3.225,00",https://carrefourar.vtexassets.com/arquivos/ids/416943-170-170?v=638355809814300000&width=170&height=170&aspect=true,Carrefour,50.0,g
Salsa para pizza Mutti en lata .,"$ 7.965,00",https://carrefourar.vtexassets.com/arquivos/ids/368181-170-170?v=638288315948630000&width=170&height=170&aspect=true,Carrefour,400.0,g
Chimichurri .,"$ 6.200,00",https://carrefourar.vtexassets.com/arquivos/ids/182341-170-170?v=637468588951370000&width=170&height=170&aspect=true,Carrefour,1.0,kg
Salsa de ajo Cepera botella .,"$ 2.040,00",https://carrefourar.vtexassets.com/arquivos/ids/278936-170-170?v=638131238272770000&width=170&height=170&aspect=true,Carrefour,150.0,cc
Comino La campagnola en sobre .,"$ 682,00",https://carrefourar.vtexassets.com/arquivos/ids/381267-170-170?v=638315050340330000&width=170&height=170&aspect=true,Carrefour,23.0,g
Comino Darama lata .,"$ 6.420,00",https://carrefourar.vtexassets.com/arquivos/ids/196672-170-170?v=637523688912100000&width=170&height=170&aspect=true,Carrefour,85.0,g
Horno de pan Bluesky BBM550- blanco,"$ 97.499,35",https://carrefourar.vtexassets.com/arquivos/ids/204664-170-170?v=637594657099700000&width=170&height=170&aspect=true,Carrefour,21.0,l
Anafe eléctrico Bluesky   BHP303- blanco,"$ 32.499,35",https://carrefourar.vtexassets.com/arquivos/ids/160374-170-170?v=637467651765470000&width=170&height=170&aspect=true,Carrefour,18.0,l
Cocina Escorial  CANDOR S blanco,"$ 211.646,00",https://carrefourar.vtexassets.com/arquivos/ids/160667-170-170?v=637467653134000000&width=170&height=170&aspect=true,Carrefour,,
Horno eléctrico Smartlife  SL-TOR negro,"$ 179.999,00",https://carrefourar.vtexassets.com/arquivos/ids/251541-170-170?v=637943692844670000&width=170&height=170&aspect=true,Carrefour,,
Microondas Samsung  MG/BG,"$ 305.999,00",https://carrefourar.vtexassets.com/arquivos/ids/160607-170-170?v=637467652871170000&width=170&height=170&aspect=true,Carrefour,,
Cocina Escorial MASTER CLASSIC BCA  blanca,"$ 239.441,00",https://carrefourar.vtexassets.com/arquivos/ids/251505-170-170?v=637943563599900000&width=170&height=170&aspect=true,Carrefour,,
Cocina Escorial MASTER CLASSIC NEG  negra,"$ 239.441,00",https://carrefourar.vtexassets.com/arquivos/ids/251515-170-170?v=637943563699170000&width=170&height=170&aspect=true,Carrefour,,
Cocina Doble Horno Gas-Gas Electrolux,"$ 1.133.799,00",https://carrefourar.vtexassets.com/arquivos/ids/259158-170-170?v=638024141201500000&width=170&height=170&aspect=true,Carrefour,,
Cocina Escorial Candor  gas natural negra,"$ 213.646,00",https://carrefourar.vtexassets.com/arquivos/ids/237319-170-170?v=637823565570170000&width=170&height=170&aspect=true,Carrefour,,
Anafe eléctrico Bluesky BHP102- blanco,"$ 22.099,35",https://carrefourar.vtexassets.com/arquivos/ids/230508-170-170?v=637735277006300000&width=170&height=170&aspect=true,Carrefour,21.0,l
Cocina Volcan  gas natural,"$ 348.917,00",https://carrefourar.vtexassets.com/arquivos/ids/332992-170-170?v=638212369854230000&width=170&height=170&aspect=true,Carrefour,,
Cocina a Gas Electrolux,"$ 907.099,00",https://carrefourar.vtexassets.com/arquivos/ids/259524-170-170?v=638024185761770000&width=170&height=170&aspect=true,Carrefour,,
Cocina Escorial  CANDOR S blanco,"$ 213.646,00",https://carrefourar.vtexassets.com/arquivos/ids/160514-170-170?v=637467652406100000&width=170&height=170&aspect=true,Carrefour,,
Cocina Volcan  con encendido gas natural,"$ 397.280,00",https://carrefourar.vtexassets.com/arquivos/ids/332994-170-170?v=638212369869500000&width=170&height=170&aspect=true,Carrefour,,
Cocina Doble Horno Sup/Eléctrico Inf/Gas Electrolux,"$ 962.299,00",https://carrefourar.vtexassets.com/arquivos/ids/259096-170-170?v=638024129283230000&width=170&height=170&aspect=true,Carrefour,,
Cocina Volcan  gas natural,"$ 353.660,00",https://carrefourar.vtexassets.com/arquivos/ids/332990-170-170?v=638212369838070000&width=170&height=170&aspect=true,Carrefour,,
Programador de riego Hunter XC6 + álvulas +  + bomba,"$ 737.955,00",https://carrefourar.vtexassets.com/arquivos/ids/424917-170-170?v=638385080293070000&width=170&height=170&aspect=true,Carrefour,,
Tobera Hunter Ps Ultra + Boquilla MP Rotator 210º  .,"$ 18.320,00",https://carrefourar.vtexassets.com/arquivos/ids/424459-170-170?v=638380007034130000&width=170&height=170&aspect=true,Carrefour,,
Tobera Hunter Ps Ultra + Boquilla MP Rotator 360º  .,"$ 18.320,00",https://carrefourar.vtexassets.com/arquivos/ids/424476-170-170?v=638380014060200000&width=170&height=170&aspect=true,Carrefour,,
Tobera Hunter Ps Ultra + Boquilla MP Rotator 270º  .,"$ 18.320,00",https://carrefourar.vtexassets.com/arquivos/ids/424468-170-170?v=638380010608900000&width=170&height=170&aspect=true,Carrefour,,
Sistema de riego Programador Hunter XC2 + álvulas +  + bomba,"$ 437.625,00",https://carrefourar.vtexassets.com/arquivos/ids/424924-170-170?v=638385091423200000&width=170&height=170&aspect=true,Carrefour,,
Tobera Hunter Pro Spray + Boquilla MP Rotator 270º  .,"$ 20.205,00",https://carrefourar.vtexassets.com/arquivos/ids/424446-170-170?v=638379998869800000&width=170&height=170&aspect=true,Carrefour,,
Boquilla riego ajustable Hunter Pro  x,"$ 39.200,00",https://carrefourar.vtexassets.com/arquivos/ids/424909-170-170?v=638385046296800000&width=170&height=170&aspect=true,Carrefour,,
Tobera Hunter Pro Spray + Boquilla MP Rotator 360º  .,"$ 20.205,00",https://carrefourar.vtexassets.com/arquivos/ids/426507-170-170?v=638385297936330000&width=170&height=170&aspect=true,Carrefour,,
Colector polipropileno para álvulas riego Hunter Rainbird,"$ 17.975,00",https://carrefourar.vtexassets.com/arquivos/ids/397631-170-170?v=638333260521670000&width=170&height=170&aspect=true,Carrefour,,
Válvula solenoide para riego 2'' Hunter PGV,"$ 159.330,00",https://carrefourar.vtexassets.com/arquivos/ids/390456-170-170?v=638321324998200000&width=170&height=170&aspect=true,Carrefour,,
Programador de riego Hunter X-Core + álvulas solenoides,"$ 551.270,00",https://carrefourar.vtexassets.com/arquivos/ids/390105-170-170?v=638321270135100000&width=170&height=170&aspect=true,Carrefour,,
Salsa chimichurri Pampagourmet con vino malbec .,"$ 2.670,00",https://carrefourar.vtexassets.com/arquivos/ids/358449-170-170?v=638255474421630000&width=170&height=170&aspect=true,Carrefour,265.0,g
Sal dietética Darama apio .,"$ 1.965,00",https://carrefourar.vtexassets.com/arquivos/ids/196674-170-170?v=637523688919000000&width=170&height=170&aspect=true,Carrefour,100.0,g
Curry powder Darama salero .,"$ 5.950,00",https://carrefourar.vtexassets.com/arquivos/ids/196663-170-170?v=637523688869400000&width=170&height=170&aspect=true,Carrefour,65.0,g
Chutney de frutas con miel Pampagourmet .,"$ 1.865,00",https://carrefourar.vtexassets.com/arquivos/ids/359546-170-170?v=638258157003500000&width=170&height=170&aspect=true,Carrefour,300.0,g
Mayonesa Pampagourmet orgánica con ají frasco .,"$ 1.850,00",https://carrefourar.vtexassets.com/arquivos/ids/358461-170-170?v=638255481313700000&width=170&height=170&aspect=true,Carrefour,320.0,g
Anafe electrico Liliana aa902,"$ 55.999,00",https://carrefourar.vtexassets.com/arquivos/ids/395482-170-170?v=638327369051000000&width=170&height=170&aspect=true,Carrefour,,
Anafe electrico Liliana aa901,"$ 39.999,00",https://carrefourar.vtexassets.com/arquivos/ids/395479-170-170?v=638327369022000000&width=170&height=170&aspect=true,Carrefour,,
Anafe a Gas Electrolux GC,"$ 621.199,00",https://carrefourar.vtexassets.com/arquivos/ids/259155-170-170?v=638024140500430000&width=170&height=170&aspect=true,Carrefour,,
